TIME 14:36:48: CPU 4 %, RAM 11.49% %, HDD 13 %
TIME 14:36:49: CPU 3 %, RAM 11.49% %, HDD 13 %
TIME 14:36:50: CPU 2 %, RAM 11.49% %, HDD 13 %
TIME 14:36:51: CPU 3 %, RAM 11.49% %, HDD 13 %
TIME 14:36:52: CPU 11 %, RAM 11.49% %, HDD 13 %
TIME 14:36:53: CPU 100 %, RAM 12.84% %, HDD 13 %
TIME 14:36:54: CPU 100 %, RAM 14.40% %, HDD 13 %
TIME 14:36:56: CPU 60 %, RAM 16.16% %, HDD 13 %
TIME 14:36:57: CPU 32 %, RAM 16.51% %, HDD 13 %
TIME 14:36:58: CPU 17 %, RAM 16.56% %, HDD 13 %
TIME 14:36:59: CPU 14 %, RAM 16.56% %, HDD 13 %
TIME 14:37:00: CPU 15 %, RAM 16.66% %, HDD 13 %
TIME 14:37:01: CPU 12 %, RAM 16.66% %, HDD 13 %
TIME 14:37:02: CPU 14 %, RAM 16.71% %, HDD 13 %
TIME 14:37:03: CPU 18 %, RAM 16.71% %, HDD 13 %
TIME 14:37:04: CPU 14 %, RAM 16.71% %, HDD 13 %
TIME 14:37:05: CPU 14 %, RAM 16.71% %, HDD 13 %
TIME 14:37:06: CPU 18 %, RAM 16.71% %, HDD 13 %
TIME 14:37:07: CPU 17 %, RAM 16.81% %, HDD 13 %
TIME 14:37:08: CPU 15 %, RAM 16.81% %, HDD 13 %
TIME 14:37:09: CPU 15 %, RAM 16.86% %, HDD 13 %
TIME 14:37:10: CPU 12 %, RAM 16.91% %, HDD 13 %
TIME 14:37:11: CPU 17 %, RAM 17.01% %, HDD 13 %
TIME 14:37:12: CPU 18 %, RAM 16.96% %, HDD 13 %
TIME 14:37:13: CPU 19 %, RAM 17.01% %, HDD 13 %
TIME 14:37:14: CPU 15 %, RAM 17.01% %, HDD 13 %
TIME 14:37:15: CPU 11 %, RAM 17.06% %, HDD 13 %
TIME 14:37:16: CPU 15 %, RAM 17.06% %, HDD 13 %
TIME 14:37:17: CPU 13 %, RAM 17.01% %, HDD 13 %
TIME 14:37:18: CPU 20 %, RAM 17.11% %, HDD 13 %
TIME 14:37:19: CPU 26 %, RAM 17.21% %, HDD 13 %
TIME 14:37:20: CPU 46 %, RAM 17.56% %, HDD 13 %
TIME 14:37:21: CPU 34 %, RAM 17.86% %, HDD 13 %
TIME 14:37:22: CPU 32 %, RAM 18.11% %, HDD 13 %
TIME 14:37:23: CPU 39 %, RAM 18.31% %, HDD 13 %
TIME 14:37:24: CPU 41 %, RAM 18.82% %, HDD 13 %
TIME 14:37:25: CPU 42 %, RAM 18.97% %, HDD 13 %
TIME 14:37:26: CPU 59 %, RAM 18.62% %, HDD 13 %
TIME 14:37:27: CPU 50 %, RAM 19.27% %, HDD 13 %
TIME 14:37:28: CPU 61 %, RAM 18.77% %, HDD 13 %
TIME 14:37:29: CPU 42 %, RAM 19.22% %, HDD 13 %
TIME 14:37:31: CPU 41 %, RAM 19.72% %, HDD 13 %
TIME 14:37:32: CPU 46 %, RAM 20.62% %, HDD 13 %
TIME 14:37:33: CPU 54 %, RAM 19.32% %, HDD 13 %
TIME 14:37:34: CPU 36 %, RAM 19.97% %, HDD 13 %
TIME 14:37:35: CPU 50 %, RAM 20.57% %, HDD 13 %
TIME 14:37:36: CPU 60 %, RAM 18.92% %, HDD 13 %
TIME 14:37:37: CPU 36 %, RAM 20.17% %, HDD 13 %
TIME 14:37:38: CPU 56 %, RAM 21.68% %, HDD 13 %
TIME 14:37:39: CPU 33 %, RAM 20.17% %, HDD 13 %
TIME 14:37:40: CPU 57 %, RAM 21.83% %, HDD 13 %
TIME 14:37:41: CPU 51 %, RAM 20.72% %, HDD 13 %
TIME 14:37:42: CPU 69 %, RAM 22.68% %, HDD 13 %
TIME 14:37:43: CPU 35 %, RAM 22.83% %, HDD 13 %
TIME 14:37:44: CPU 43 %, RAM 21.37% %, HDD 13 %
TIME 14:37:45: CPU 54 %, RAM 23.08% %, HDD 13 %
TIME 14:37:46: CPU 49 %, RAM 23.58% %, HDD 13 %
TIME 14:37:47: CPU 32 %, RAM 21.73% %, HDD 13 %
TIME 14:37:48: CPU 58 %, RAM 23.48% %, HDD 13 %
TIME 14:37:49: CPU 54 %, RAM 24.94% %, HDD 13 %
TIME 14:37:50: CPU 21 %, RAM 22.43% %, HDD 13 %
TIME 14:37:51: CPU 66 %, RAM 24.18% %, HDD 13 %
TIME 14:37:53: CPU 60 %, RAM 26.24% %, HDD 13 %
TIME 14:37:54: CPU 31 %, RAM 23.43% %, HDD 13 %
TIME 14:37:55: CPU 80 %, RAM 22.38% %, HDD 13 %
TIME 14:37:56: CPU 61 %, RAM 23.08% %, HDD 13 %
TIME 14:37:57: CPU 36 %, RAM 23.38% %, HDD 13 %
TIME 14:37:58: CPU 64 %, RAM 22.88% %, HDD 13 %
TIME 14:37:59: CPU 72 %, RAM 23.83% %, HDD 13 %
TIME 14:38:00: CPU 34 %, RAM 23.83% %, HDD 13 %
TIME 14:38:01: CPU 60 %, RAM 23.98% %, HDD 13 %
TIME 14:38:02: CPU 64 %, RAM 26.29% %, HDD 13 %
TIME 14:38:03: CPU 27 %, RAM 23.68% %, HDD 13 %
TIME 14:38:04: CPU 78 %, RAM 24.64% %, HDD 13 %
TIME 14:38:05: CPU 56 %, RAM 25.79% %, HDD 13 %
TIME 14:38:06: CPU 45 %, RAM 24.23% %, HDD 13 %
TIME 14:38:07: CPU 66 %, RAM 15.10% %, HDD 13 %
TIME 14:38:08: CPU 32 %, RAM 15.20% %, HDD 13 %
TIME 14:38:09: CPU 3 %, RAM 15.20% %, HDD 13 %
TIME 14:38:10: CPU 37 %, RAM 15.25% %, HDD 13 %
TIME 14:38:11: CPU 3 %, RAM 15.30% %, HDD 13 %
