TIME 14:36:48: CPU 4 %, RAM 12.29% %, HDD 19 %
TIME 14:36:49: CPU 5 %, RAM 12.29% %, HDD 19 %
TIME 14:36:50: CPU 4 %, RAM 12.29% %, HDD 19 %
TIME 14:36:51: CPU 2 %, RAM 12.34% %, HDD 19 %
TIME 14:36:52: CPU 15 %, RAM 12.34% %, HDD 19 %
TIME 14:36:54: CPU 100 %, RAM 13.60% %, HDD 19 %
TIME 14:36:55: CPU 100 %, RAM 14.80% %, HDD 19 %
TIME 14:36:56: CPU 100 %, RAM 17.01% %, HDD 19 %
TIME 14:36:57: CPU 38 %, RAM 17.36% %, HDD 19 %
TIME 14:36:58: CPU 20 %, RAM 17.41% %, HDD 19 %
TIME 14:36:59: CPU 19 %, RAM 17.46% %, HDD 19 %
TIME 14:37:00: CPU 18 %, RAM 17.46% %, HDD 19 %
TIME 14:37:01: CPU 16 %, RAM 17.46% %, HDD 19 %
TIME 14:37:02: CPU 17 %, RAM 17.46% %, HDD 19 %
TIME 14:37:03: CPU 19 %, RAM 17.46% %, HDD 19 %
TIME 14:37:04: CPU 15 %, RAM 17.56% %, HDD 19 %
TIME 14:37:05: CPU 16 %, RAM 17.56% %, HDD 19 %
TIME 14:37:06: CPU 21 %, RAM 17.61% %, HDD 19 %
TIME 14:37:07: CPU 24 %, RAM 17.61% %, HDD 19 %
TIME 14:37:08: CPU 16 %, RAM 17.66% %, HDD 19 %
TIME 14:37:09: CPU 19 %, RAM 17.66% %, HDD 19 %
TIME 14:37:10: CPU 23 %, RAM 17.71% %, HDD 19 %
TIME 14:37:11: CPU 15 %, RAM 17.71% %, HDD 19 %
TIME 14:37:12: CPU 27 %, RAM 17.81% %, HDD 19 %
TIME 14:37:13: CPU 22 %, RAM 17.81% %, HDD 19 %
TIME 14:37:14: CPU 22 %, RAM 17.81% %, HDD 19 %
TIME 14:37:15: CPU 20 %, RAM 17.86% %, HDD 19 %
TIME 14:37:16: CPU 15 %, RAM 17.81% %, HDD 19 %
TIME 14:37:17: CPU 15 %, RAM 17.91% %, HDD 19 %
TIME 14:37:18: CPU 18 %, RAM 18.01% %, HDD 19 %
