TIME 14:36:48: CPU 5 %, RAM 11.54% %, HDD 13 %
TIME 14:36:49: CPU 3 %, RAM 11.54% %, HDD 13 %
TIME 14:36:50: CPU 5 %, RAM 11.54% %, HDD 13 %
TIME 14:36:51: CPU 3 %, RAM 11.54% %, HDD 13 %
TIME 14:36:52: CPU 13 %, RAM 11.64% %, HDD 13 %
TIME 14:36:53: CPU 100 %, RAM 13.65% %, HDD 13 %
TIME 14:36:54: CPU 79 %, RAM 16.21% %, HDD 13 %
TIME 14:36:55: CPU 32 %, RAM 16.61% %, HDD 13 %
TIME 14:36:57: CPU 15 %, RAM 16.66% %, HDD 13 %
TIME 14:36:58: CPU 15 %, RAM 16.71% %, HDD 13 %
TIME 14:36:59: CPU 12 %, RAM 16.76% %, HDD 13 %
TIME 14:37:00: CPU 17 %, RAM 16.81% %, HDD 13 %
TIME 14:37:01: CPU 12 %, RAM 16.76% %, HDD 13 %
TIME 14:37:02: CPU 18 %, RAM 16.81% %, HDD 13 %
TIME 14:37:03: CPU 13 %, RAM 16.81% %, HDD 13 %
TIME 14:37:04: CPU 13 %, RAM 16.81% %, HDD 13 %
TIME 14:37:05: CPU 16 %, RAM 16.86% %, HDD 13 %
TIME 14:37:06: CPU 14 %, RAM 16.86% %, HDD 13 %
TIME 14:37:07: CPU 14 %, RAM 16.96% %, HDD 13 %
TIME 14:37:08: CPU 16 %, RAM 16.96% %, HDD 13 %
TIME 14:37:09: CPU 16 %, RAM 17.01% %, HDD 13 %
TIME 14:37:10: CPU 15 %, RAM 17.06% %, HDD 13 %
TIME 14:37:11: CPU 17 %, RAM 17.06% %, HDD 13 %
TIME 14:37:12: CPU 19 %, RAM 17.11% %, HDD 13 %
TIME 14:37:13: CPU 17 %, RAM 17.06% %, HDD 13 %
TIME 14:37:14: CPU 12 %, RAM 17.11% %, HDD 13 %
TIME 14:37:15: CPU 15 %, RAM 17.16% %, HDD 13 %
TIME 14:37:16: CPU 11 %, RAM 17.16% %, HDD 13 %
TIME 14:37:17: CPU 16 %, RAM 17.21% %, HDD 13 %
TIME 14:37:18: CPU 16 %, RAM 17.31% %, HDD 13 %
TIME 14:37:19: CPU 15 %, RAM 17.36% %, HDD 13 %
TIME 14:37:20: CPU 30 %, RAM 17.71% %, HDD 13 %
TIME 14:37:21: CPU 40 %, RAM 18.16% %, HDD 13 %
TIME 14:37:22: CPU 29 %, RAM 18.06% %, HDD 13 %
TIME 14:37:23: CPU 31 %, RAM 18.21% %, HDD 13 %
TIME 14:37:24: CPU 36 %, RAM 18.87% %, HDD 13 %
TIME 14:37:25: CPU 36 %, RAM 19.12% %, HDD 13 %
TIME 14:37:26: CPU 41 %, RAM 18.67% %, HDD 13 %
TIME 14:37:27: CPU 33 %, RAM 19.37% %, HDD 13 %
TIME 14:37:28: CPU 41 %, RAM 19.02% %, HDD 13 %
TIME 14:37:29: CPU 33 %, RAM 19.27% %, HDD 13 %
TIME 14:37:30: CPU 32 %, RAM 19.82% %, HDD 13 %
TIME 14:37:31: CPU 49 %, RAM 18.82% %, HDD 13 %
TIME 14:37:32: CPU 41 %, RAM 19.87% %, HDD 13 %
TIME 14:37:34: CPU 36 %, RAM 19.92% %, HDD 13 %
TIME 14:37:35: CPU 37 %, RAM 19.12% %, HDD 13 %
TIME 14:37:36: CPU 24 %, RAM 20.12% %, HDD 13 %
TIME 14:37:37: CPU 48 %, RAM 19.42% %, HDD 13 %
TIME 14:37:38: CPU 45 %, RAM 20.57% %, HDD 13 %
TIME 14:37:39: CPU 58 %, RAM 20.62% %, HDD 13 %
TIME 14:37:40: CPU 26 %, RAM 20.62% %, HDD 13 %
TIME 14:37:41: CPU 33 %, RAM 22.33% %, HDD 13 %
TIME 14:37:42: CPU 55 %, RAM 21.02% %, HDD 13 %
TIME 14:37:43: CPU 37 %, RAM 22.73% %, HDD 13 %
TIME 14:37:44: CPU 53 %, RAM 21.48% %, HDD 13 %
TIME 14:37:45: CPU 49 %, RAM 23.18% %, HDD 13 %
TIME 14:37:46: CPU 28 %, RAM 23.88% %, HDD 13 %
TIME 14:37:47: CPU 31 %, RAM 21.88% %, HDD 13 %
TIME 14:37:48: CPU 47 %, RAM 23.83% %, HDD 13 %
TIME 14:37:49: CPU 40 %, RAM 22.53% %, HDD 13 %
TIME 14:37:50: CPU 49 %, RAM 24.49% %, HDD 13 %
TIME 14:37:51: CPU 49 %, RAM 25.74% %, HDD 13 %
TIME 14:37:52: CPU 20 %, RAM 23.33% %, HDD 13 %
TIME 14:37:53: CPU 57 %, RAM 22.43% %, HDD 13 %
TIME 14:37:54: CPU 47 %, RAM 23.48% %, HDD 13 %
TIME 14:37:55: CPU 60 %, RAM 23.08% %, HDD 13 %
TIME 14:37:56: CPU 36 %, RAM 23.23% %, HDD 13 %
TIME 14:37:57: CPU 33 %, RAM 23.93% %, HDD 13 %
TIME 14:37:58: CPU 68 %, RAM 23.58% %, HDD 13 %
TIME 14:37:59: CPU 59 %, RAM 15.10% %, HDD 13 %
TIME 14:38:00: CPU 20 %, RAM 15.20% %, HDD 13 %
TIME 14:38:01: CPU 5 %, RAM 15.20% %, HDD 13 %
TIME 14:38:02: CPU 23 %, RAM 15.25% %, HDD 13 %
TIME 14:38:04: CPU 5 %, RAM 15.20% %, HDD 13 %
