TIME 14:36:48: CPU 2 %, RAM 8.95% %, HDD 17 %
TIME 14:36:49: CPU 3 %, RAM 8.95% %, HDD 17 %
TIME 14:36:50: CPU 3 %, RAM 8.95% %, HDD 17 %
TIME 14:36:51: CPU 3 %, RAM 8.95% %, HDD 17 %
TIME 14:36:52: CPU 2 %, RAM 8.92% %, HDD 17 %
TIME 14:36:53: CPU 3 %, RAM 8.95% %, HDD 17 %
TIME 14:36:54: CPU 3 %, RAM 8.95% %, HDD 17 %
TIME 14:36:55: CPU 8 %, RAM 8.98% %, HDD 17 %
TIME 14:36:56: CPU 10 %, RAM 9.03% %, HDD 17 %
TIME 14:36:57: CPU 11 %, RAM 9.03% %, HDD 17 %
TIME 14:36:58: CPU 8 %, RAM 9.03% %, HDD 17 %
TIME 14:36:59: CPU 10 %, RAM 9.05% %, HDD 17 %
TIME 14:37:00: CPU 11 %, RAM 9.10% %, HDD 17 %
TIME 14:37:01: CPU 11 %, RAM 9.13% %, HDD 17 %
TIME 14:37:02: CPU 12 %, RAM 9.15% %, HDD 17 %
TIME 14:37:03: CPU 10 %, RAM 9.18% %, HDD 17 %
TIME 14:37:04: CPU 12 %, RAM 9.20% %, HDD 17 %
TIME 14:37:05: CPU 8 %, RAM 9.20% %, HDD 17 %
TIME 14:37:06: CPU 10 %, RAM 9.20% %, HDD 17 %
TIME 14:37:07: CPU 10 %, RAM 9.23% %, HDD 17 %
TIME 14:37:08: CPU 11 %, RAM 9.25% %, HDD 17 %
TIME 14:37:09: CPU 12 %, RAM 9.28% %, HDD 17 %
TIME 14:37:10: CPU 10 %, RAM 9.31% %, HDD 17 %
TIME 14:37:12: CPU 12 %, RAM 9.36% %, HDD 17 %
TIME 14:37:13: CPU 13 %, RAM 9.38% %, HDD 17 %
TIME 14:37:14: CPU 11 %, RAM 9.41% %, HDD 17 %
TIME 14:37:15: CPU 11 %, RAM 9.41% %, HDD 17 %
TIME 14:37:16: CPU 12 %, RAM 9.41% %, HDD 17 %
TIME 14:37:17: CPU 11 %, RAM 9.43% %, HDD 17 %
TIME 14:37:18: CPU 32 %, RAM 10.60% %, HDD 17 %
TIME 14:37:19: CPU 63 %, RAM 12.17% %, HDD 17 %
TIME 14:37:20: CPU 44 %, RAM 12.93% %, HDD 17 %
TIME 14:37:21: CPU 34 %, RAM 13.46% %, HDD 17 %
TIME 14:37:22: CPU 39 %, RAM 14.05% %, HDD 17 %
TIME 14:37:23: CPU 47 %, RAM 13.26% %, HDD 17 %
TIME 14:37:24: CPU 38 %, RAM 14.07% %, HDD 17 %
TIME 14:37:25: CPU 43 %, RAM 13.92% %, HDD 17 %
TIME 14:37:26: CPU 39 %, RAM 14.27% %, HDD 17 %
TIME 14:37:27: CPU 42 %, RAM 14.38% %, HDD 17 %
TIME 14:37:28: CPU 41 %, RAM 15.19% %, HDD 17 %
TIME 14:37:29: CPU 41 %, RAM 16.20% %, HDD 17 %
TIME 14:37:30: CPU 39 %, RAM 15.21% %, HDD 17 %
TIME 14:37:31: CPU 43 %, RAM 15.85% %, HDD 17 %
TIME 14:37:32: CPU 40 %, RAM 17.32% %, HDD 17 %
TIME 14:37:33: CPU 41 %, RAM 17.17% %, HDD 17 %
TIME 14:37:34: CPU 43 %, RAM 18.05% %, HDD 17 %
TIME 14:37:35: CPU 40 %, RAM 19.19% %, HDD 17 %
TIME 14:37:36: CPU 46 %, RAM 19.27% %, HDD 17 %
TIME 14:37:37: CPU 39 %, RAM 17.85% %, HDD 17 %
TIME 14:37:38: CPU 49 %, RAM 18.15% %, HDD 17 %
TIME 14:37:39: CPU 41 %, RAM 20.46% %, HDD 17 %
TIME 14:37:40: CPU 45 %, RAM 19.88% %, HDD 17 %
TIME 14:37:41: CPU 52 %, RAM 18.43% %, HDD 17 %
TIME 14:37:42: CPU 45 %, RAM 18.84% %, HDD 17 %
TIME 14:37:43: CPU 47 %, RAM 19.32% %, HDD 17 %
TIME 14:37:44: CPU 48 %, RAM 19.45% %, HDD 17 %
TIME 14:37:45: CPU 43 %, RAM 19.78% %, HDD 17 %
TIME 14:37:46: CPU 43 %, RAM 20.16% %, HDD 17 %
TIME 14:37:47: CPU 50 %, RAM 22.87% %, HDD 17 %
TIME 14:37:48: CPU 38 %, RAM 22.77% %, HDD 17 %
TIME 14:37:49: CPU 43 %, RAM 21.17% %, HDD 17 %
TIME 14:37:50: CPU 52 %, RAM 24.26% %, HDD 17 %
TIME 14:37:51: CPU 44 %, RAM 23.00% %, HDD 17 %
TIME 14:37:52: CPU 46 %, RAM 22.31% %, HDD 17 %
TIME 14:37:53: CPU 44 %, RAM 23.76% %, HDD 17 %
TIME 14:37:54: CPU 42 %, RAM 25.86% %, HDD 17 %
TIME 14:37:55: CPU 52 %, RAM 25.58% %, HDD 17 %
TIME 14:37:56: CPU 45 %, RAM 24.06% %, HDD 17 %
TIME 14:37:57: CPU 52 %, RAM 25.46% %, HDD 17 %
TIME 14:37:58: CPU 43 %, RAM 28.42% %, HDD 17 %
TIME 14:37:59: CPU 51 %, RAM 25.74% %, HDD 17 %
TIME 14:38:00: CPU 38 %, RAM 29.11% %, HDD 17 %
TIME 14:38:01: CPU 49 %, RAM 26.45% %, HDD 17 %
TIME 14:38:02: CPU 42 %, RAM 25.58% %, HDD 17 %
TIME 14:38:03: CPU 50 %, RAM 27.10% %, HDD 17 %
TIME 14:38:04: CPU 45 %, RAM 26.42% %, HDD 17 %
TIME 14:38:05: CPU 45 %, RAM 27.81% %, HDD 17 %
TIME 14:38:06: CPU 47 %, RAM 27.16% %, HDD 18 %
TIME 14:38:07: CPU 46 %, RAM 28.68% %, HDD 18 %
TIME 14:38:08: CPU 50 %, RAM 27.94% %, HDD 18 %
TIME 14:38:09: CPU 47 %, RAM 29.21% %, HDD 18 %
TIME 14:38:10: CPU 47 %, RAM 28.42% %, HDD 18 %
TIME 14:38:11: CPU 47 %, RAM 29.89% %, HDD 18 %
TIME 14:38:13: CPU 50 %, RAM 30.63% %, HDD 18 %
TIME 14:38:14: CPU 45 %, RAM 33.77% %, HDD 18 %
TIME 14:38:15: CPU 48 %, RAM 32.07% %, HDD 18 %
TIME 14:38:16: CPU 50 %, RAM 37.40% %, HDD 18 %
TIME 14:38:17: CPU 40 %, RAM 34.05% %, HDD 18 %
TIME 14:38:18: CPU 51 %, RAM 33.87% %, HDD 18 %
TIME 14:38:19: CPU 45 %, RAM 36.97% %, HDD 18 %
TIME 14:38:20: CPU 48 %, RAM 37.50% %, HDD 18 %
TIME 14:38:21: CPU 45 %, RAM 33.39% %, HDD 18 %
TIME 14:38:22: CPU 50 %, RAM 33.77% %, HDD 18 %
TIME 14:38:23: CPU 42 %, RAM 37.37% %, HDD 18 %
TIME 14:38:24: CPU 48 %, RAM 37.40% %, HDD 18 %
TIME 14:38:25: CPU 44 %, RAM 34.46% %, HDD 18 %
TIME 14:38:26: CPU 51 %, RAM 35.73% %, HDD 18 %
TIME 14:38:27: CPU 43 %, RAM 38.97% %, HDD 18 %
TIME 14:38:28: CPU 50 %, RAM 39.17% %, HDD 18 %
TIME 14:38:29: CPU 44 %, RAM 35.90% %, HDD 18 %
TIME 14:38:30: CPU 51 %, RAM 37.27% %, HDD 18 %
TIME 14:38:31: CPU 46 %, RAM 40.39% %, HDD 18 %
TIME 14:38:32: CPU 53 %, RAM 40.62% %, HDD 18 %
TIME 14:38:33: CPU 47 %, RAM 37.15% %, HDD 18 %
TIME 14:38:34: CPU 46 %, RAM 40.44% %, HDD 18 %
TIME 14:38:35: CPU 49 %, RAM 40.16% %, HDD 18 %
TIME 14:38:36: CPU 43 %, RAM 43.03% %, HDD 18 %
TIME 14:38:37: CPU 49 %, RAM 42.42% %, HDD 18 %
